Make,MakeModel,MMCode,Variant,Regyear
ISUZU,ISUZU KB 320,28013140,KB 320 LX D/CAB 4x2,2004
ISUZU,ISUZU KB 320,28013200,KB 320 LX 4x4,1998
ISUZU,ISUZU KB 320,28013200,KB 320 LX 4x4,1999
ISUZU,ISUZU KB 320,28013200,KB 320 LX 4x4,2000
ISUZU,ISUZU KB 320,28013200,KB 320 LX 4x4,2001
ISUZU,ISUZU KB 320,28013200,KB 320 LX 4x4,2002
ISUZU,ISUZU KB 320,28013240,KB 320 LX D/CAB 4x4,1998
ISUZU,ISUZU KB 320,28013240,KB 320 LX D/CAB 4x4,1999
ISUZU,ISUZU KB 320,28013240,KB 320 LX D/CAB 4x4,2000
ISUZU,ISUZU KB 320,28013240,KB 320 LX D/CAB 4x4,2001
ISUZU,ISUZU KB 320,28013240,KB 320 LX D/CAB 4x4,2002
ISUZU,ISUZU WFR/RELAY,28014250,WFR II FVX,1984
ISUZU,ISUZU WFR/RELAY,28014250,WFR II FVX,1985
ISUZU,ISUZU WFR/RELAY,28014250,WFR II FVX,1986
ISUZU,ISUZU WFR/RELAY,28014250,WFR II FVX,1987
ISUZU,ISUZU WFR/RELAY,28014700,RELAY VAN,1987
ISUZU,ISUZU WFR/RELAY,28014700,RELAY VAN,1988
ISUZU,ISUZU WFR/RELAY,28014700,RELAY VAN,1989
ISUZU,ISUZU WFR/RELAY,28014700,RELAY VAN,1990
ISUZU,ISUZU WFR/RELAY,28014700,RELAY VAN,1991
ISUZU,ISUZU WFR/RELAY,28014700,RELAY VAN,1992
ISUZU,ISUZU WFR/RELAY,28014700,RELAY VAN,1993
ISUZU,ISUZU WFR/RELAY,28014700,RELAY VAN,1994
ISUZU,ISUZU WFR/RELAY,28014700,RELAY VAN,1995
ISUZU,ISUZU KB 2004 ON,28015080,KB 200i LWB,2004
ISUZU,ISUZU KB 2004 ON,28015080,KB 200i LWB,2005
ISUZU,ISUZU KB 2004 ON,28015080,KB 200i LWB,2006
ISUZU,ISUZU KB 2004 ON,28015080,KB 200i LWB,2007
ISUZU,ISUZU KB 2004 ON,28015081,KB200i LWB,2007
ISUZU,ISUZU KB 2004 ON,28015081,KB200i LWB,2008
ISUZU,ISUZU KB 2004 ON,28015100,KB 200i FLEETSIDE,2005
ISUZU,ISUZU KB 2004 ON,28015100,KB 200i FLEETSIDE,2006
ISUZU,ISUZU KB 2004 ON,28015100,KB 200i FLEETSIDE,2007
ISUZU,ISUZU KB 2004 ON,28015101,KB200i FLEETSIDE,2007
ISUZU,ISUZU KB 2004 ON,28015101,KB200i FLEETSIDE,2008
ISUZU,ISUZU KB 2004 ON,28015150,KB 240i FLEETSIDE,2004
ISUZU,ISUZU KB 2004 ON,28015150,KB 240i FLEETSIDE,2005
ISUZU,ISUZU KB 2004 ON,28015150,KB 240i FLEETSIDE,2006
ISUZU,ISUZU KB 2004 ON,28015150,KB 240i FLEETSIDE,2007
ISUZU,ISUZU KB 2004 ON,28015155,KB240i FLEETSIDE 4X4,2007
ISUZU,ISUZU KB 2004 ON,28015155,KB240i FLEETSIDE 4X4,2008
ISUZU,ISUZU KB 2004 ON,28015160,KB 240i LE,2004
ISUZU,ISUZU KB 2004 ON,28015160,KB 240i LE,2005
ISUZU,ISUZU KB 2004 ON,28015160,KB 240i LE,2006
ISUZU,ISUZU KB 2004 ON,28015160,KB 240i LE,2007
ISUZU,ISUZU KB 2004 ON,28015161,KB240i LE A/C,2007
ISUZU,ISUZU KB 2004 ON,28015161,KB240i LE A/C,2008
ISUZU,ISUZU KB 2004 ON,28015170,KB 240i LE A/C,2004
ISUZU,ISUZU KB 2004 ON,28015170,KB 240i LE A/C,2005
ISUZU,ISUZU KB 2004 ON,28015170,KB 240i LE A/C,2006
ISUZU,ISUZU KB 2004 ON,28015170,KB 240i LE A/C,2007
ISUZU,ISUZU KB 2004 ON,28015190,KB 240i LE 4X4,2004
ISUZU,ISUZU KB 2004 ON,28015190,KB 240i LE 4X4,2005
ISUZU,ISUZU KB 2004 ON,28015190,KB 240i LE 4X4,2006
ISUZU,ISUZU KB 2004 ON,28015190,KB 240i LE 4X4,2007
ISUZU,ISUZU KB 2004 ON,28015210,KB 240i LE D/C,2004
ISUZU,ISUZU KB 2004 ON,28015210,KB 240i LE D/C,2005
ISUZU,ISUZU KB 2004 ON,28015210,KB 240i LE D/C,2006
ISUZU,ISUZU KB 2004 ON,28015210,KB 240i LE D/C,2007
ISUZU,ISUZU KB 2004 ON,28015211,KB240 LE D/C,2007
ISUZU,ISUZU KB 2004 ON,28015211,KB240 LE D/C,2008
ISUZU,ISUZU KB 2004 ON,28015230,KB 240i LE D/C 4X4,2005
ISUZU,ISUZU KB 2004 ON,28015230,KB 240i LE D/C 4X4,2006
ISUZU,ISUZU KB 2004 ON,28015230,KB 240i LE D/C 4X4,2007
ISUZU,ISUZU KB 2004 ON,28015231,KB240 LE D/C 4X4,2007
ISUZU,ISUZU KB 2004 ON,28015231,KB240 LE D/C 4X4,2008
ISUZU,ISUZU KB 2004 ON,28015250,KB 250Dc,2004
ISUZU,ISUZU KB 2004 ON,28015250,KB 250Dc,2005
ISUZU,ISUZU KB 2004 ON,28015250,KB 250Dc,2006
ISUZU,ISUZU KB 2004 ON,28015250,KB 250Dc,2007
ISUZU,ISUZU KB 2004 ON,28015251,KB250D,2007
ISUZU,ISUZU KB 2004 ON,28015251,KB250D,2008
ISUZU,ISUZU KB 2004 ON,28015255,KB 250Dc FLEETSIDE,2005
ISUZU,ISUZU KB 2004 ON,28015255,KB 250Dc FLEETSIDE,2006
ISUZU,ISUZU KB 2004 ON,28015255,KB 250Dc FLEETSIDE,2007
ISUZU,ISUZU KB 2004 ON,28015256,KB250D FLEETSIDE,2007
ISUZU,ISUZU KB 2004 ON,28015256,KB250D FLEETSIDE,2008
ISUZU,ISUZU KB 2004 ON,28015258,KB250D FLEETSIDE  A/C,2007
ISUZU,ISUZU KB 2004 ON,28015258,KB250D FLEETSIDE  A/C,2008
ISUZU,ISUZU KB 2004 ON,28015260,KB 250Dc LE,2004
ISUZU,ISUZU KB 2004 ON,28015260,KB 250Dc LE,2005
ISUZU,ISUZU KB 2004 ON,28015260,KB 250Dc LE,2006
ISUZU,ISUZU KB 2004 ON,28015260,KB 250Dc LE,2007
ISUZU,ISUZU KB 2004 ON,28015270,KB 250Dc LE A/C,2004
ISUZU,ISUZU KB 2004 ON,28015270,KB 250Dc LE A/C,2005
ISUZU,ISUZU KB 2004 ON,28015270,KB 250Dc LE A/C,2006
ISUZU,ISUZU KB 2004 ON,28015270,KB 250Dc LE A/C,2007
ISUZU,ISUZU KB 2004 ON,28015290,KB 250Dc LE 4X4,2004
ISUZU,ISUZU KB 2004 ON,28015290,KB 250Dc LE 4X4,2005
ISUZU,ISUZU KB 2004 ON,28015290,KB 250Dc LE 4X4,2006
ISUZU,ISUZU KB 2004 ON,28015290,KB 250Dc LE 4X4,2007
ISUZU,ISUZU KB 2004 ON,28015300,KB250D-TEQ FLEETSIDE  4X4,2007
ISUZU,ISUZU KB 2004 ON,28015300,KB250D-TEQ FLEETSIDE  4X4,2008
ISUZU,ISUZU KB 2004 ON,28015310,KB250D-TEQ LE E/CAB,2007
ISUZU,ISUZU KB 2004 ON,28015310,KB250D-TEQ LE E/CAB,2008
ISUZU,ISUZU KB 2004 ON,28015320,KB 250Dc LE D/C,2004
ISUZU,ISUZU KB 2004 ON,28015320,KB 250Dc LE D/C,2005
ISUZU,ISUZU KB 2004 ON,28015320,KB 250Dc LE D/C,2006
ISUZU,ISUZU KB 2004 ON,28015320,KB 250Dc LE D/C,2007
ISUZU,ISUZU KB 2004 ON,28015330,KB250D-TEQ LE D/CAB,2007
ISUZU,ISUZU KB 2004 ON,28015330,KB250D-TEQ LE D/CAB,2008
ISUZU,ISUZU KB 2004 ON,28015335,KB250D-TEQ LE D/CAB  4X4,2007
ISUZU,ISUZU KB 2004 ON,28015335,KB250D-TEQ LE D/CAB  4X4,2008
ISUZU,ISUZU KB 2004 ON,28015400,KB 300 TDi FLEETSIDE,2004
ISUZU,ISUZU KB 2004 ON,28015400,KB 300 TDi FLEETSIDE,2005
ISUZU,ISUZU KB 2004 ON,28015400,KB 300 TDi FLEETSIDE,2006
ISUZU,ISUZU KB 2004 ON,28015400,KB 300 TDi FLEETSIDE,2007
ISUZU,ISUZU KB 2004 ON,28015410,KB 300 TDi FLEETSIDE A/C,2004
ISUZU,ISUZU KB 2004 ON,28015410,KB 300 TDi FLEETSIDE A/C,2005
ISUZU,ISUZU KB 2004 ON,28015410,KB 300 TDi FLEETSIDE A/C,2006
ISUZU,ISUZU KB 2004 ON,28015410,KB 300 TDi FLEETSIDE A/C,2007
ISUZU,ISUZU KB 2004 ON,28015420,KB 300 TDi LX,2004
ISUZU,ISUZU KB 2004 ON,28015420,KB 300 TDi LX,2005
ISUZU,ISUZU KB 2004 ON,28015420,KB 300 TDi LX,2006
ISUZU,ISUZU KB 2004 ON,28015420,KB 300 TDi LX,2007
ISUZU,ISUZU KB 2004 ON,28015422,KB300D-TEQ LE,2007
ISUZU,ISUZU KB 2004 ON,28015422,KB300D-TEQ LE,2008
ISUZU,ISUZU KB 2004 ON,28015430,KB 300 TDi LE 4X4,2004
ISUZU,ISUZU KB 2004 ON,28015430,KB 300 TDi LE 4X4,2005
ISUZU,ISUZU KB 2004 ON,28015430,KB 300 TDi LE 4X4,2006
ISUZU,ISUZU KB 2004 ON,28015430,KB 300 TDi LE 4X4,2007
ISUZU,ISUZU KB 2004 ON,28015440,KB 300 TDi LE 4X4 A/C,2004
ISUZU,ISUZU KB 2004 ON,28015440,KB 300 TDi LE 4X4 A/C,2005
ISUZU,ISUZU KB 2004 ON,28015440,KB 300 TDi LE 4X4 A/C,2006
ISUZU,ISUZU KB 2004 ON,28015440,KB 300 TDi LE 4X4 A/C,2007
ISUZU,ISUZU KB 2004 ON,28015445,KB300D-TEQ LX E/CAB,2007
ISUZU,ISUZU KB 2004 ON,28015445,KB300D-TEQ LX E/CAB,2008
ISUZU,ISUZU KB 2004 ON,28015450,KB300D-TEQ LX E/CAB 4X4,2007
ISUZU,ISUZU KB 2004 ON,28015450,KB300D-TEQ LX E/CAB 4X4,2008
ISUZU,ISUZU KB 2004 ON,28015460,KB 300 TDi LX D/C,2004
ISUZU,ISUZU KB 2004 ON,28015460,KB 300 TDi LX D/C,2005
ISUZU,ISUZU KB 2004 ON,28015460,KB 300 TDi LX D/C,2006
ISUZU,ISUZU KB 2004 ON,28015460,KB 300 TDi LX D/C,2007
ISUZU,ISUZU KB 2004 ON,28015462,KB300D-TEQ LX D/CAB,2007
ISUZU,ISUZU KB 2004 ON,28015462,KB300D-TEQ LX D/CAB,2008
ISUZU,ISUZU KB 2004 ON,28015470,KB 300 TDi LX D/C A/T,2004
ISUZU,ISUZU KB 2004 ON,28015470,KB 300 TDi LX D/C A/T,2005
ISUZU,ISUZU KB 2004 ON,28015470,KB 300 TDi LX D/C A/T,2006
ISUZU,ISUZU KB 2004 ON,28015470,KB 300 TDi LX D/C A/T,2007
ISUZU,ISUZU KB 2004 ON,28015472,KB300D-TEQ A/T LX D/CAB,2007
ISUZU,ISUZU KB 2004 ON,28015472,KB300D-TEQ A/T LX D/CAB,2008
ISUZU,ISUZU KB 2004 ON,28015490,KB 300 TDi LX D/C 4X4,2004
ISUZU,ISUZU KB 2004 ON,28015490,KB 300 TDi LX D/C 4X4,2005
ISUZU,ISUZU KB 2004 ON,28015490,KB 300 TDi LX D/C 4X4,2006
ISUZU,ISUZU KB 2004 ON,28015490,KB 300 TDi LX D/C 4X4,2007
ISUZU,ISUZU KB 2004 ON,28015492,KB300D-TEQ LX D/CAB 4X4,2007
ISUZU,ISUZU KB 2004 ON,28015492,KB300D-TEQ LX D/CAB 4X4,2008
ISUZU,ISUZU KB 2004 ON,28015495,KB300D-TEQ LX A/T D/CAB 4X4,2007
ISUZU,ISUZU KB 2004 ON,28015495,KB300D-TEQ LX A/T D/CAB 4X4,2008
ISUZU,ISUZU KB 2004 ON,28015550,KB 350i V6 LX D/C,2004
ISUZU,ISUZU KB 2004 ON,28015550,KB 350i V6 LX D/C,2005
ISUZU,ISUZU KB 2004 ON,28015550,KB 350i V6 LX D/C,2006
ISUZU,ISUZU KB 2004 ON,28015550,KB 350i V6 LX D/C,2007
ISUZU,ISUZU KB 2004 ON,28015560,KB360 V6 LX E/CAB,2007
ISUZU,ISUZU KB 2004 ON,28015560,KB360 V6 LX E/CAB,2008
ISUZU,ISUZU KB 2004 ON,28015565,KB360 V6 LX D/CAB,2007
ISUZU,ISUZU KB 2004 ON,28015565,KB360 V6 LX D/CAB,2008
ISUZU,ISUZU KB 2004 ON,28015570,KB360 V6 LX 4X4 D/CAB,2007
ISUZU,ISUZU KB 2004 ON,28015570,KB360 V6 LX 4X4 D/CAB,2008
ISUZU,ISUZU KB 2004 ON,28015575,KB360 V6 LX 4X4 A/T D/CAB,2007
ISUZU,ISUZU KB 2004 ON,28015575,KB360 V6 LX 4X4 A/T D/CAB,2008
ISUZU,ISUZU TLG,28021666,TLG 54,1984
ISUZU,ISUZU TLG,28021666,TLG 54,1985
ISUZU,ISUZU TLG,28021666,TLG 54,1986
ISUZU,ISUZU MEDIUM TRUCKS,28025050,N 2800 P(FN),1993
ISUZU,ISUZU MEDIUM TRUCKS,28025050,N 2800 P(FN),1994
ISUZU,ISUZU MEDIUM TRUCKS,28025050,N 2800 P(FN),1995
ISUZU,ISUZU MEDIUM TRUCKS,28025050,N 2800 P(FN),1996
ISUZU,ISUZU MEDIUM TRUCKS,28025050,N 2800 P(FN),1997
ISUZU,ISUZU MEDIUM TRUCKS,28025100,N3000 P (FN),1987
ISUZU,ISUZU MEDIUM TRUCKS,28025100,N3000 P (FN),1988
ISUZU,ISUZU MEDIUM TRUCKS,28025100,N3000 P (FN),1989
ISUZU,ISUZU MEDIUM TRUCKS,28025100,N3000 P (FN),1990
ISUZU,ISUZU MEDIUM TRUCKS,28025200,NKR 99 L,1987
ISUZU,ISUZU MEDIUM TRUCKS,28025200,NKR 99 L,1988
ISUZU,ISUZU MEDIUM TRUCKS,28025500,CARRIER 250 TURBO,1998
ISUZU,ISUZU MEDIUM TRUCKS,28025500,CARRIER 250 TURBO,1999
ISUZU,ISUZU MEDIUM TRUCKS,28025500,CARRIER 250 TURBO,2000
ISUZU,ISUZU MEDIUM TRUCKS,28025500,CARRIER 250 TURBO,2001
ISUZU,ISUZU MEDIUM TRUCKS,28025500,CARRIER 250 TURBO,2002
ISUZU,ISUZU MEDIUM TRUCKS,28025500,CARRIER 250 TURBO,2003
ISUZU,ISUZU MEDIUM TRUCKS,28025500,CARRIER 250 TURBO,2004
ISUZU,ISUZU MEDIUM TRUCKS,28025500,CARRIER 250 TURBO,2005
ISUZU,ISUZU MEDIUM TRUCKS,28025500,CARRIER 250 TURBO,2006
ISUZU,ISUZU MEDIUM TRUCKS,28025500,CARRIER 250 TURBO,2007
ISUZU,ISUZU MEDIUM TRUCKS,28025550,CARRIER 250,2007
ISUZU,ISUZU MEDIUM TRUCKS,28025550,CARRIER 250,2008
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1986
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1987
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1988
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1989
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1990
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1991
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1992
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1993
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1994
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1995
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1996
ISUZU,ISUZU MEDIUM TRUCKS,28025666,N3500 D (FN),1997
ISUZU,ISUZU MEDIUM TRUCKS,28025676,N3500 D (FN),1997
ISUZU,ISUZU MEDIUM TRUCKS,28025676,N3500 D (FN),1998
ISUZU,ISUZU MEDIUM TRUCKS,28025700,NPR 300,1998
ISUZU,ISUZU MEDIUM TRUCKS,28025700,NPR 300,1999
ISUZU,ISUZU MEDIUM TRUCKS,28025700,NPR 300,2000
ISUZU,ISUZU MEDIUM TRUCKS,28025700,NPR 300,2001
ISUZU,ISUZU MEDIUM TRUCKS,28025700,NPR 300,2002
ISUZU,ISUZU MEDIUM TRUCKS,28025700,NPR 300,2003
ISUZU,ISUZU MEDIUM TRUCKS,28025700,NPR 300,2004
ISUZU,ISUZU MEDIUM TRUCKS,28025700,NPR 300,2005
ISUZU,ISUZU MEDIUM TRUCKS,28025701,NPR 300,2006
ISUZU,ISUZU MEDIUM TRUCKS,28025701,NPR 300,2007
ISUZU,ISUZU MEDIUM TRUCKS,28025701,NPR 300,2008
ISUZU,ISUZU MEDIUM TRUCKS,28025750,N 4000 D (FT),1989
ISUZU,ISUZU MEDIUM TRUCKS,28025750,N 4000 D (FT),1990
ISUZU,ISUZU MEDIUM TRUCKS,28025750,N 4000 D (FT),1991
ISUZU,ISUZU MEDIUM TRUCKS,28025750,N 4000 D (FT),1992
ISUZU,ISUZU MEDIUM TRUCKS,28025750,N 4000 D (FT),1993
ISUZU,ISUZU MEDIUM TRUCKS,28025750,N 4000 D (FT),1994
ISUZU,ISUZU MEDIUM TRUCKS,28025750,N 4000 D (FT),1995
ISUZU,ISUZU MEDIUM TRUCKS,28025750,N 4000 D (FT),1996
ISUZU,ISUZU MEDIUM TRUCKS,28025750,N 4000 D (FT),1997
ISUZU,ISUZU MEDIUM TRUCKS,28025800,N 4000 D (FN),1997
ISUZU,ISUZU MEDIUM TRUCKS,28025800,N 4000 D (FN),1998
ISUZU,ISUZU MEDIUM TRUCKS,28025820,NPR 400,1998
ISUZU,ISUZU MEDIUM TRUCKS,28025820,NPR 400,1999
ISUZU,ISUZU MEDIUM TRUCKS,28025820,NPR 400,2000
ISUZU,ISUZU MEDIUM TRUCKS,28025820,NPR 400,2001
ISUZU,ISUZU MEDIUM TRUCKS,28025820,NPR 400,2002
ISUZU,ISUZU MEDIUM TRUCKS,28025820,NPR 400,2003
ISUZU,ISUZU MEDIUM TRUCKS,28025820,NPR 400,2004
ISUZU,ISUZU MEDIUM TRUCKS,28025820,NPR 400,2005
ISUZU,ISUZU MEDIUM TRUCKS,28025821,NPR 400,2006
ISUZU,ISUZU MEDIUM TRUCKS,28025821,NPR 400,2007
ISUZU,ISUZU MEDIUM TRUCKS,28025821,NPR 400,2008
ISUZU,ISUZU MEDIUM TRUCKS,28025825,NPR 400 S,1999
ISUZU,ISUZU MEDIUM TRUCKS,28025825,NPR 400 S,2000
ISUZU,ISUZU MEDIUM TRUCKS,28025825,NPR 400 S,2001
ISUZU,ISUZU MEDIUM TRUCKS,28025825,NPR 400 S,2002
ISUZU,ISUZU MEDIUM TRUCKS,28025825,NPR 400 S,2003
ISUZU,ISUZU MEDIUM TRUCKS,28025825,NPR 400 S,2004
ISUZU,ISUZU MEDIUM TRUCKS,28025825,NPR 400 S,2005
ISUZU,ISUZU MEDIUM TRUCKS,28025826,NPR 400 S,2006
ISUZU,ISUZU MEDIUM TRUCKS,28025826,NPR 400 S,2007
ISUZU,ISUZU MEDIUM TRUCKS,28025826,NPR 400 S,2008
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,1998
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,1999
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2000
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2001
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2002
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2003
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2004
ISUZU,ISUZU MEDIUM TRUCKS,28025840,NQR 500 TURBO,2005
ISUZU,ISUZU MEDIUM TRUCKS,28025841,NQR 500,2006
ISUZU,ISUZU MEDIUM TRUCKS,28025841,NQR 500,2007
ISUZU,ISUZU MEDIUM TRUCKS,28025841,NQR 500,2008
ISUZU,ISUZU MEDIUM TRUCKS,28025870,N 4000 (FT),1997
ISUZU,ISUZU MEDIUM TRUCKS,28025870,N 4000 (FT),1998
ISUZU,ISUZU TLD,28028250,TLD 24,1980
ISUZU,ISUZU TLD,28028250,TLD 24,1981
ISUZU,ISUZU TLD,28028250,TLD 24,1982
ISUZU,ISUZU TLD,28028250,TLD 24,1983
ISUZU,ISUZU TLD,28028250,TLD 24,2007
ISUZU,ISUZU TLD,28028500,TLD 44,1980
ISUZU,ISUZU TLD,28028500,TLD 44,1981
ISUZU,ISUZU TLD,28028500,TLD 44,1982
ISUZU,ISUZU TLD,28028500,TLD 44,1983
ISUZU,ISUZU TLD,28028500,TLD 44,2007
ISUZU,ISUZU TLD,28028750,TLD 54,1980
ISUZU,ISUZU TLD,28028750,TLD 54,1981
ISUZU,ISUZU TLD,28028750,TLD 54,1982
ISUZU,ISUZU TLD,28028750,TLD 54,1983
ISUZU,ISUZU TLD,28028750,TLD 54,1984
ISUZU,ISUZU TLD,28028875,TLD 54 A,1983
ISUZU,ISUZU TLD,28028875,TLD 54 A,1984
ISUZU,ISUZU TLD,28028875,TLD 54 A,1985
ISUZU,ISUZU TLD,28028875,TLD 54 A,1986
ISUZU,ISUZU TXD,28035333,TXD 45,1980
ISUZU,ISUZU TXD,28035333,TXD 45,1981
ISUZU,ISUZU TXD,28035333,TXD 45,1982
ISUZU,ISUZU TXD,28035667,TXD 53/55,1980
ISUZU,ISUZU TXD,28035667,TXD 53/55,1981
ISUZU,ISUZU TXD,28035667,TXD 53/55,1982
ISUZU,ISUZU TXD,28035667,TXD 53/55,1983
ISUZU,ISUZU TXD,28035667,TXD 53/55,2007
ISUZU,ISUZU TXD,28035833,TXD 55 A,1983
ISUZU,ISUZU TXD,28035833,TXD 55 A,1984
ISUZU,ISUZU TXD,28035833,TXD 55 A,1985
ISUZU,ISUZU TXD,28035833,TXD 55 A,1986
ISUZU,ISUZU SBR,28042200,SBR 422,1980
ISUZU,ISUZU SBR,28042200,SBR 422,1981
ISUZU,ISUZU SBR,28042200,SBR 422,1982
ISUZU,ISUZU SBR,28042200,SBR 422,1983
ISUZU,ISUZU SBR,28042200,SBR 422,2007
ISUZU,ISUZU SBR,28042400,SBR 422 A,1982
ISUZU,ISUZU SBR,28042400,SBR 422 A,1983
ISUZU,ISUZU SBR,28042400,SBR 422 A,1984
ISUZU,ISUZU SBR,28042400,SBR 422 A,1985
ISUZU,ISUZU SBR,28042400,SBR 422 A,1986
ISUZU,ISUZU SBR,28042600,SBR 422 B,1981
ISUZU,ISUZU SBR,28042600,SBR 422 B,1982
ISUZU,ISUZU SBR,28042600,SBR 422 B,1983
ISUZU,ISUZU SBR,28042600,SBR 422 B,2007
ISUZU,ISUZU SBR,28042800,SBR 422 BA,1982
ISUZU,ISUZU SBR,28042800,SBR 422 BA,1983
ISUZU,ISUZU SBR,28042800,SBR 422 BA,1984
ISUZU,ISUZU SBR,28042800,SBR 422 BA,1985
ISUZU,ISUZU SBR,28042800,SBR 422 BA,1986
ISUZU,ISUZU FSR,28045300,FSR 49 H,1987
ISUZU,ISUZU FSR,28045300,FSR 49 H,1988
ISUZU,ISUZU FSR,28045400,FSR 49 HX,1986
ISUZU,ISUZU FSR,28045400,FSR 49 HX,1987
ISUZU,ISUZU FSR,28045400,FSR 49 HX,1988
ISUZU,ISUZU FSR,28045600,FTR 49 L,1986
ISUZU,ISUZU FSR,28045600,FTR 49 L,1987
ISUZU,ISUZU FSR,28045600,FTR 49 L,1988
ISUZU,ISUZU NHR 150/ NKR 250,28046100,NHR 150 C/C,2006
ISUZU,ISUZU NHR 150/ NKR 250,28046100,NHR 150 C/C,2007
ISUZU,ISUZU NHR 150/ NKR 250,28046100,NHR 150 C/C,2008
ISUZU,ISUZU NHR 150/ NKR 250,28046110,NHR 150 D/S,2006
ISUZU,ISUZU NHR 150/ NKR 250,28046110,NHR 150 D/S,2007
ISUZU,ISUZU NHR 150/ NKR 250,28046110,NHR 150 D/S,2008
ISUZU,ISUZU NHR 150/ NKR 250,28046120,NHR 150 F/C,2006
ISUZU,ISUZU NHR 150/ NKR 250,28046120,NHR 150 F/C,2007
ISUZU,ISUZU NHR 150/ NKR 250,28046120,NHR 150 F/C,2008
ISUZU,ISUZU NHR 150/ NKR 250,28046250,NKR 250 C/C,2006
ISUZU,ISUZU NHR 150/ NKR 250,28046250,NKR 250 C/C,2007
ISUZU,ISUZU NHR 150/ NKR 250,28046250,NKR 250 C/C,2008
ISUZU,ISUZU 5000-9000,28047125,F 5000 (FN),1988
ISUZU,ISUZU 5000-9000,28047125,F 5000 (FN),1989
ISUZU,ISUZU 5000-9000,28047125,F 5000 (FN),1990
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1990
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1991
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1992
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1993
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1994
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1995
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1996
ISUZU,ISUZU 5000-9000,28047187,NEW F 5000,1997
ISUZU,ISUZU 5000-9000,28047190,FRR 500,1997
ISUZU,ISUZU 5000-9000,28047190,FRR 500,1998
ISUZU,ISUZU 5000-9000,28047190,FRR 500,1999
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2000
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2001
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2002
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2003
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2004
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2005
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2006
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2007
ISUZU,ISUZU 5000-9000,28047190,FRR 500,2008
ISUZU,ISUZU 5000-9000,28047250,F 6500 (FN),1988
ISUZU,ISUZU 5000-9000,28047250,F 6500 (FN),1989
ISUZU,ISUZU 5000-9000,28047250,F 6500 (FN),1990
ISUZU,ISUZU 5000-9000,28047312,F 6500,1990
ISUZU,ISUZU 5000-9000,28047312,F 6500,1991
ISUZU,ISUZU 5000-9000,28047312,F 6500,1992
ISUZU,ISUZU 5000-9000,28047312,F 6500,1993
ISUZU,ISUZU 5000-9000,28047312,F 6500,1994
ISUZU,ISUZU 5000-9000,28047312,F 6500,1995
ISUZU,ISUZU 5000-9000,28047312,F 6500,1996
ISUZU,ISUZU 5000-9000,28047312,F 6500,1997
ISUZU,ISUZU 5000-9000,28047375,F 8000 (TN),1988
ISUZU,ISUZU 5000-9000,28047375,F 8000 (TN),1989
ISUZU,ISUZU 5000-9000,28047375,F 8000 (TN),1990
ISUZU,ISUZU 5000-9000,28047437,F 8000,1990
ISUZU,ISUZU 5000-9000,28047437,F 8000,1991
ISUZU,ISUZU 5000-9000,28047437,F 8000,1992
ISUZU,ISUZU 5000-9000,28047437,F 8000,1993
ISUZU,ISUZU 5000-9000,28047437,F 8000,1994
ISUZU,ISUZU 5000-9000,28047437,F 8000,1995
ISUZU,ISUZU 5000-9000,28047437,F 8000,1996
ISUZU,ISUZU 5000-9000,28047437,F 8000,1997
